Request_ID,Department,Request_Type,Priority,Channel,First_Response_Time,Number_of_Interactions,Escalated,Resolution_Time,Satisfaction_Score,Status
ADM02375,IT,Payment Issue,Critical,Email,0.49,2,0,32.04,4,Resolved
ADM02376,Finance,Payment Issue,High,Portal,3.53,5,1,53.9,1,Resolved
ADM02377,Finance,Exam or Assessment Issue,Medium,Phone,6.66,4,0,38.93,2,Resolved
ADM02378,Library,Transcript Request,Medium,Phone,2.27,3,1,32.65,3,Resolved
ADM02379,Admissions,Student ID Issue,High,Portal,0.78,3,0,10.79,4,Resolved
ADM02380,Library,Course Registration,Medium,Phone,4.09,4,0,17.97,5,Resolved
ADM02381,Student Affairs,Portal Access,High,Email,3.85,2,0,17.59,5,Resolved
ADM02382,Student Affairs,Password Reset,High,Helpdesk,1.07,3,0,4.32,4,Resolved
ADM02383,Academic Affairs,Application Issue,Low,Helpdesk,8.1,3,0,36.74,4,Resolved
ADM02384,Admissions,Library Issue,High,Portal,4.58,2,0,13.38,5,Resolved
ADM02385,Finance,Accommodation Request,Medium,Portal,6.37,4,0,39.54,2,Resolved
ADM02386,IT,Exam or Assessment Issue,Medium,Phone,6.97,5,1,44.01,2,Resolved
ADM02387,Finance,Exam or Assessment Issue,Critical,Portal,1.02,4,0,29.36,2,Resolved
ADM02388,IT,Transcript Request,Medium,Helpdesk,4.4,7,1,41.62,4,Resolved
ADM02389,IT,Exam or Assessment Issue,High,Phone,1.62,7,0,35.81,4,Resolved
ADM02390,IT,Payment Issue,High,Phone,3.15,6,0,37.71,2,Resolved
ADM02391,Finance,Exam or Assessment Issue,Low,Portal,13.42,1,0,34.28,2,Resolved
ADM02392,Registrar,Accommodation Request,Critical,Email,0.93,2,0,26.36,4,Resolved
ADM02393,Admissions,Application Issue,Medium,Email,7.56,2,1,42.41,4,Resolved
ADM02394,Registrar,Fee Statement,Medium,Email,5.23,3,0,31.05,2,Resolved
ADM02395,Student Affairs,Portal Access,High,Email,0.67,5,0,9.71,3,Resolved
ADM02396,Finance,Fee Statement,Medium,Helpdesk,8.72,4,0,31.81,4,Resolved
ADM02397,Registrar,Application Issue,High,Portal,1.93,4,0,21.44,4,Resolved
ADM02398,Registrar,Fee Statement,High,Helpdesk,4.76,4,0,27.49,4,Resolved
ADM02399,IT,Portal Access,Medium,Walk-in,9.04,2,0,19.14,4,Resolved
ADM02400,IT,Graduation Clearance,Low,Walk-in,8.68,2,0,40.88,4,Resolved
ADM02401,Finance,Student ID Issue,Low,Email,23.31,5,0,33.86,3,Resolved
ADM02402,Registrar,Application Issue,High,Portal,4.34,3,0,29.66,2,Resolved
ADM02403,Admissions,Accommodation Request,Medium,Portal,9.88,3,0,35.08,3,Resolved
ADM02404,Finance,Fee Statement,Medium,Helpdesk,7.42,2,1,36.09,2,Resolved
ADM02405,IT,Portal Access,Medium,Helpdesk,9.45,5,0,25.42,2,Resolved
ADM02406,IT,Library Issue,Medium,Email,7.52,4,0,21.56,4,Pending
ADM02407,Finance,Password Reset,High,Portal,4.35,1,0,7.63,4,Resolved
ADM02408,Registrar,Portal Access,Critical,Portal,1.3,5,0,14.45,5,Resolved
ADM02409,Academic Affairs,Transcript Request,Medium,Email,9.43,3,0,30.64,2,Resolved
ADM02410,Admissions,Password Reset,Medium,Walk-in,6.14,4,0,15.23,4,Resolved
ADM02411,IT,Library Issue,High,Walk-in,3.81,2,0,17.45,3,Resolved
ADM02412,Registrar,Course Registration,Medium,Phone,9.34,3,1,29.35,4,Resolved
ADM02413,Admissions,Accommodation Request,High,Phone,2.4,6,0,36.23,3,Resolved
ADM02414,Registrar,Payment Issue,Medium,Portal,2.21,3,1,49.76,1,Escalated
ADM02415,Admissions,Library Issue,Medium,Portal,2.9,7,0,22.58,5,Resolved
ADM02416,Academic Affairs,Student ID Issue,Critical,Walk-in,1.95,3,0,8.72,3,Resolved
ADM02417,Finance,Password Reset,Medium,Helpdesk,8.99,5,1,29.26,2,Escalated
ADM02418,Registrar,Student ID Issue,Medium,Email,5.87,6,0,22.29,4,Resolved
ADM02419,Registrar,Password Reset,Low,Portal,23.22,1,0,26.04,3,Resolved
ADM02420,Finance,Transcript Request,Critical,Email,0.53,4,1,34.41,2,Resolved
ADM02421,Registrar,Course Registration,High,Walk-in,1.0,4,0,16.57,3,Resolved
ADM02422,Registrar,Payment Issue,Medium,Email,6.81,4,0,42.38,2,Resolved
ADM02423,Library,Graduation Clearance,High,Phone,2.22,4,0,39.69,4,Resolved
ADM02424,Admissions,Transcript Request,Medium,Portal,4.72,3,1,32.75,3,Escalated
ADM02425,Finance,Library Issue,Medium,Walk-in,7.87,1,0,16.14,3,Resolved
ADM02426,Student Affairs,Student ID Issue,High,Portal,1.18,8,1,26.29,3,Resolved
ADM02427,Registrar,Password Reset,High,Portal,4.0,2,0,7.27,4,Resolved
ADM02428,Academic Affairs,Library Issue,Medium,Portal,4.88,3,0,16.23,5,Resolved
ADM02429,Finance,Exam or Assessment Issue,Low,Portal,23.73,2,0,48.54,3,Pending
ADM02430,Student Affairs,Portal Access,Low,Walk-in,20.17,2,0,28.55,2,Resolved
ADM02431,IT,Course Registration,High,Phone,3.41,3,0,23.9,5,Resolved
ADM02432,Student Affairs,Graduation Clearance,High,Portal,1.53,6,0,38.84,2,Pending
ADM02433,Academic Affairs,Accommodation Request,High,Portal,4.8,7,0,41.47,2,Resolved
ADM02434,Finance,Portal Access,High,Email,0.65,6,0,12.93,4,Resolved
ADM02435,Academic Affairs,Graduation Clearance,High,Walk-in,1.51,5,1,47.08,3,Escalated
ADM02436,Finance,Student ID Issue,High,Email,0.67,3,0,9.75,4,Resolved
ADM02437,Finance,Course Registration,Low,Helpdesk,23.33,5,0,41.91,2,Resolved
ADM02438,Finance,Course Registration,Medium,Portal,8.97,4,0,26.95,3,Resolved
ADM02439,Admissions,Library Issue,Medium,Portal,9.62,2,0,20.17,3,Resolved
ADM02440,Registrar,Portal Access,Medium,Email,7.72,5,0,18.29,4,Resolved
ADM02441,IT,Library Issue,High,Email,0.62,3,0,9.0,3,Resolved
ADM02442,Admissions,Library Issue,High,Portal,4.69,6,0,22.74,3,Resolved
ADM02443,Library,Exam or Assessment Issue,Medium,Portal,5.37,2,0,29.51,2,Resolved
ADM02444,Student Affairs,Library Issue,High,Email,2.16,3,1,23.91,5,Resolved
ADM02445,Admissions,Student ID Issue,Medium,Walk-in,4.27,5,0,18.11,5,Pending
ADM02446,Finance,Password Reset,Medium,Portal,4.29,7,1,29.04,2,Resolved
ADM02447,Finance,Password Reset,Medium,Email,8.41,2,0,10.63,3,Resolved
ADM02448,Registrar,Student ID Issue,Medium,Walk-in,4.05,2,0,12.39,4,Resolved
ADM02449,Registrar,Payment Issue,Medium,Helpdesk,3.78,3,0,29.86,3,Resolved
ADM02450,Finance,Accommodation Request,Medium,Portal,7.58,6,0,42.01,4,Resolved
ADM02451,Finance,Graduation Clearance,High,Walk-in,1.79,3,0,38.83,2,Resolved
ADM02452,Academic Affairs,Transcript Request,Medium,Phone,2.11,1,0,21.29,5,Resolved
ADM02453,IT,Exam or Assessment Issue,Medium,Helpdesk,9.45,6,0,37.38,2,Resolved
ADM02454,Finance,Accommodation Request,Low,Email,10.27,4,1,48.83,3,Escalated
ADM02455,IT,Student ID Issue,Critical,Helpdesk,1.58,2,0,11.03,3,Resolved
ADM02456,Registrar,Fee Statement,Medium,Portal,5.75,6,0,24.82,3,Resolved
ADM02457,Admissions,Transcript Request,High,Portal,1.1,3,0,19.05,4,Resolved
ADM02458,IT,Payment Issue,Medium,Portal,7.3,5,0,44.69,2,Resolved
ADM02459,Admissions,Application Issue,Medium,Email,3.85,2,1,35.05,2,Resolved
ADM02460,Admissions,Transcript Request,High,Phone,1.8,3,0,24.67,4,Resolved
ADM02461,Academic Affairs,Course Registration,Medium,Portal,2.26,5,0,18.9,5,Resolved
ADM02462,Student Affairs,Student ID Issue,High,Portal,0.57,6,0,13.5,3,Resolved
ADM02463,IT,Exam or Assessment Issue,Medium,Email,6.11,4,1,49.33,2,Resolved
ADM02464,IT,Application Issue,High,Portal,0.76,4,0,31.62,2,Resolved
ADM02465,IT,Accommodation Request,High,Portal,1.44,3,0,35.48,2,Resolved
ADM02466,Registrar,Graduation Clearance,Low,Portal,22.48,4,0,54.26,2,Resolved
ADM02467,Finance,Graduation Clearance,Medium,Portal,2.66,5,0,37.52,3,Resolved
ADM02468,Registrar,Application Issue,Low,Email,9.82,13,0,44.31,4,Resolved
ADM02469,Admissions,Graduation Clearance,Low,Portal,18.53,1,1,55.86,3,Escalated
ADM02470,Admissions,Exam or Assessment Issue,High,Walk-in,4.48,3,1,42.61,3,Resolved
ADM02471,Finance,Student ID Issue,Low,Email,4.92,4,0,15.72,3,Resolved
ADM02472,Academic Affairs,Accommodation Request,Medium,Email,3.48,7,0,41.68,3,Resolved
ADM02473,Student Affairs,Graduation Clearance,Medium,Portal,5.1,4,0,39.26,3,Resolved
ADM02474,IT,Student ID Issue,Medium,Portal,4.89,4,0,16.74,3,Resolved
ADM02475,Admissions,Portal Access,Low,Portal,9.77,5,0,18.62,3,Resolved
ADM02476,Student Affairs,Fee Statement,Medium,Helpdesk,3.94,5,0,31.71,3,Resolved
ADM02477,Registrar,Payment Issue,High,Walk-in,1.71,5,0,36.4,2,Resolved
ADM02478,Library,Payment Issue,Medium,Phone,3.07,4,0,40.42,4,Resolved
ADM02479,Registrar,Course Registration,High,Portal,1.23,5,0,20.86,4,Resolved
ADM02480,Library,Fee Statement,Low,Email,16.14,4,0,41.41,4,Resolved
ADM02481,Finance,Fee Statement,High,Portal,1.81,4,0,30.16,2,Resolved
ADM02482,Student Affairs,Course Registration,High,Helpdesk,2.3,7,0,28.69,4,Resolved
ADM02483,Academic Affairs,Accommodation Request,Medium,Helpdesk,5.3,4,1,45.29,4,Resolved
ADM02484,Registrar,Exam or Assessment Issue,High,Portal,0.99,2,0,27.23,4,Resolved
ADM02485,Admissions,Course Registration,High,Email,4.19,4,0,25.99,3,Resolved
ADM02486,Academic Affairs,Accommodation Request,Medium,Email,9.65,5,1,48.24,2,Resolved
ADM02487,Admissions,Course Registration,High,Email,1.69,2,1,28.53,2,Escalated
ADM02488,Student Affairs,Transcript Request,Medium,Walk-in,4.36,5,0,29.85,2,Resolved
ADM02489,IT,Transcript Request,Medium,Email,7.55,11,0,41.62,4,Resolved
ADM02490,Finance,Portal Access,Medium,Portal,2.64,4,0,15.89,4,Resolved
ADM02491,Finance,Password Reset,High,Walk-in,4.58,5,0,15.42,5,Resolved
ADM02492,Registrar,Exam or Assessment Issue,Medium,Email,2.96,4,0,29.56,3,Resolved
ADM02493,Library,Course Registration,Medium,Portal,7.86,2,0,18.74,4,Resolved
ADM02494,Finance,Fee Statement,Medium,Email,4.33,5,1,44.6,2,Resolved
ADM02495,Admissions,Transcript Request,High,Portal,1.95,1,0,21.25,4,Resolved
ADM02496,Admissions,Library Issue,High,Email,1.13,3,0,14.95,4,Resolved
ADM02497,IT,Accommodation Request,Low,Portal,16.93,3,0,44.24,2,Pending
ADM02498,Student Affairs,Transcript Request,High,Walk-in,4.08,8,0,33.68,2,Resolved
ADM02499,Academic Affairs,Transcript Request,Medium,Phone,9.6,2,0,26.75,2,Resolved
ADM02500,Admissions,Student ID Issue,Medium,Portal,4.65,1,0,10.98,3,Resolved
ADM02501,Student Affairs,Accommodation Request,Medium,Walk-in,6.97,1,0,33.6,3,Resolved
ADM02502,Library,Payment Issue,High,Email,2.37,1,0,41.21,3,Resolved
ADM02503,IT,Application Issue,High,Walk-in,3.01,3,0,21.72,4,Resolved
ADM02504,Academic Affairs,Exam or Assessment Issue,Medium,Email,3.3,5,1,42.63,3,Resolved
ADM02505,Registrar,Accommodation Request,Medium,Portal,6.65,3,0,34.5,4,Resolved
ADM02506,Registrar,Portal Access,Medium,Email,8.79,3,0,15.91,4,Resolved
ADM02507,Student Affairs,Student ID Issue,Low,Email,21.27,2,0,33.13,3,Resolved
ADM02508,Admissions,Graduation Clearance,Critical,Helpdesk,1.07,6,0,42.56,4,Resolved
ADM02509,Student Affairs,Accommodation Request,Medium,Email,3.89,4,1,46.64,4,Resolved
ADM02510,Student Affairs,Accommodation Request,Medium,Portal,8.69,7,0,40.93,4,Resolved
ADM02511,Registrar,Password Reset,High,Portal,5.0,5,1,26.44,4,Escalated
ADM02512,Student Affairs,Graduation Clearance,Low,Portal,11.54,6,0,50.49,3,Resolved
ADM02513,Admissions,Student ID Issue,High,Helpdesk,4.66,5,0,17.36,4,Resolved
ADM02514,Admissions,Accommodation Request,High,Helpdesk,4.93,3,0,33.49,2,Resolved
ADM02515,IT,Application Issue,High,Portal,2.28,2,0,29.67,3,Pending
ADM02516,Academic Affairs,Application Issue,Low,Email,18.33,3,0,37.02,3,Resolved
ADM02517,Registrar,Graduation Clearance,Medium,Email,6.65,7,0,50.56,1,Resolved
ADM02518,Admissions,Library Issue,Low,Portal,18.44,5,0,32.2,3,Resolved
ADM02519,IT,Student ID Issue,Medium,Email,3.23,3,1,23.43,4,Resolved
ADM02520,IT,Payment Issue,High,Portal,2.15,3,0,36.46,2,Resolved
ADM02521,IT,Accommodation Request,Low,Walk-in,5.26,2,0,30.67,3,Resolved
ADM02522,Registrar,Password Reset,High,Portal,3.26,5,0,10.5,3,Resolved
ADM02523,Finance,Password Reset,Medium,Email,9.41,3,0,16.17,4,Resolved
ADM02524,Finance,Fee Statement,High,Portal,3.02,3,0,20.63,5,Resolved
ADM02525,Library,Payment Issue,Medium,Phone,2.56,2,0,34.73,2,Resolved
ADM02526,Finance,Password Reset,Medium,Portal,9.44,3,1,28.25,3,Resolved
ADM02527,Registrar,Exam or Assessment Issue,Medium,Email,3.06,2,0,28.09,4,Resolved
ADM02528,Academic Affairs,Exam or Assessment Issue,High,Portal,4.47,3,1,39.89,3,Resolved
ADM02529,Registrar,Application Issue,Medium,Portal,7.71,7,0,39.06,3,Resolved
ADM02530,Academic Affairs,Graduation Clearance,Medium,Email,7.09,3,1,53.56,2,Resolved
ADM02531,IT,Fee Statement,Low,Helpdesk,15.74,3,0,41.52,2,Resolved
ADM02532,Student Affairs,Course Registration,Medium,Walk-in,3.05,7,0,21.11,5,Resolved
ADM02533,Finance,Password Reset,High,Phone,2.75,4,1,23.31,5,Escalated
ADM02534,Registrar,Portal Access,High,Helpdesk,1.39,3,0,10.28,4,Pending
ADM02535,Library,Student ID Issue,Medium,Phone,6.57,7,0,20.46,3,Resolved
ADM02536,Student Affairs,Password Reset,Medium,Walk-in,5.58,2,0,10.01,5,Resolved
ADM02537,Library,Transcript Request,Low,Portal,17.59,5,0,39.67,4,Resolved
ADM02538,Registrar,Graduation Clearance,Critical,Portal,1.97,6,0,36.86,2,Resolved
ADM02539,Library,Payment Issue,Medium,Email,4.89,5,1,55.5,3,Resolved
ADM02540,Library,Transcript Request,High,Email,3.28,3,0,27.75,3,Resolved
ADM02541,IT,Library Issue,High,Portal,4.39,4,0,16.6,4,Resolved
ADM02542,Library,Password Reset,High,Phone,0.92,3,0,4.77,4,Resolved
ADM02543,Student Affairs,Course Registration,High,Portal,4.1,1,0,17.66,5,Resolved
ADM02544,IT,Transcript Request,Low,Phone,8.79,3,0,31.43,4,Resolved
ADM02545,Registrar,Transcript Request,Critical,Phone,1.17,1,0,11.69,4,Resolved
ADM02546,Admissions,Payment Issue,High,Email,4.96,7,1,55.65,3,Resolved
ADM02547,Registrar,Fee Statement,Medium,Email,9.87,7,0,40.47,4,Resolved
ADM02548,Admissions,Course Registration,High,Email,1.92,9,0,26.14,4,Resolved
ADM02549,Admissions,Graduation Clearance,High,Email,1.09,5,0,38.14,2,Resolved
ADM02550,Registrar,Transcript Request,High,Portal,4.72,9,0,32.98,2,Resolved
ADM02551,Finance,Exam or Assessment Issue,Medium,Phone,9.15,3,0,37.86,2,Resolved
ADM02552,Registrar,Accommodation Request,Medium,Email,6.93,6,0,43.61,4,Resolved
ADM02553,Library,Course Registration,Low,Walk-in,4.65,2,0,20.49,5,Resolved
ADM02554,Academic Affairs,Accommodation Request,High,Helpdesk,3.88,7,1,50.87,3,Escalated
ADM02555,Registrar,Password Reset,Critical,Portal,0.49,5,0,4.45,4,Resolved
ADM02556,Academic Affairs,Transcript Request,High,Phone,4.74,7,1,37.04,4,Resolved
ADM02557,Admissions,Transcript Request,Medium,Email,5.48,2,0,23.3,5,Resolved
ADM02558,Finance,Application Issue,High,Phone,3.27,5,0,27.33,3,Resolved
ADM02559,Registrar,Application Issue,Medium,Email,4.25,4,0,28.96,3,Resolved
ADM02560,Admissions,Payment Issue,Medium,Phone,5.8,4,0,42.83,3,Pending
ADM02561,Library,Graduation Clearance,High,Portal,3.9,5,1,49.24,3,Resolved
ADM02562,IT,Student ID Issue,Low,Helpdesk,13.84,4,0,27.5,3,Pending
ADM02563,Registrar,Student ID Issue,Low,Portal,20.94,6,0,39.11,2,Resolved
ADM02564,Registrar,Graduation Clearance,High,Email,3.71,2,0,36.36,3,Resolved
ADM02565,Admissions,Fee Statement,Medium,Portal,2.62,4,0,26.78,3,Resolved
ADM02566,Finance,Payment Issue,High,Walk-in,3.23,5,0,39.09,3,Resolved
ADM02567,Finance,Student ID Issue,Medium,Phone,6.9,4,0,23.1,3,Resolved
ADM02568,Finance,Payment Issue,Low,Helpdesk,11.62,1,1,53.33,1,Escalated
ADM02569,Library,Transcript Request,Medium,Walk-in,4.58,6,0,23.2,4,Resolved
ADM02570,Academic Affairs,Application Issue,High,Portal,0.78,4,1,39.48,2,Resolved
ADM02571,Admissions,Application Issue,Medium,Email,5.57,3,0,31.81,4,Resolved
ADM02572,Student Affairs,Application Issue,High,Email,2.01,5,0,29.82,2,Resolved
ADM02573,Finance,Exam or Assessment Issue,Medium,Helpdesk,9.61,5,0,40.14,3,Resolved
ADM02574,Admissions,Exam or Assessment Issue,High,Helpdesk,3.53,5,0,30.54,2,Resolved
ADM02575,Finance,Student ID Issue,Low,Email,13.2,6,0,26.83,3,Resolved
ADM02576,IT,Course Registration,Medium,Phone,8.04,2,1,31.5,3,Resolved
ADM02577,Academic Affairs,Portal Access,Medium,Phone,8.23,6,0,25.56,2,Resolved
ADM02578,IT,Exam or Assessment Issue,Low,Portal,13.61,3,0,38.7,4,Resolved
ADM02579,Finance,Transcript Request,Medium,Walk-in,2.61,6,0,23.71,5,Resolved
ADM02580,IT,Password Reset,Low,Email,19.61,3,0,27.34,2,Resolved
ADM02581,Registrar,Payment Issue,Critical,Helpdesk,0.36,2,0,28.7,3,Resolved
ADM02582,Student Affairs,Application Issue,Medium,Portal,8.78,4,0,33.68,3,Resolved
ADM02583,Admissions,Application Issue,Medium,Portal,4.67,4,0,32.6,4,Resolved
ADM02584,Admissions,Application Issue,High,Portal,3.37,5,0,30.11,2,Resolved
ADM02585,IT,Transcript Request,Medium,Portal,7.92,3,0,25.43,2,Resolved
ADM02586,IT,Application Issue,Medium,Portal,2.28,3,0,22.71,4,Resolved
ADM02587,Registrar,Fee Statement,Medium,Phone,5.08,4,1,36.74,3,Escalated
ADM02588,IT,Payment Issue,Medium,Portal,6.83,1,0,38.43,4,Resolved
ADM02589,Finance,Transcript Request,Medium,Phone,8.79,3,0,28.02,2,Resolved
ADM02590,IT,Payment Issue,Medium,Portal,7.74,2,0,43.71,3,Resolved
ADM02591,Student Affairs,Accommodation Request,High,Helpdesk,4.53,5,0,34.96,4,Resolved
ADM02592,Library,Library Issue,Low,Email,5.65,3,0,11.5,4,Resolved
ADM02593,IT,Exam or Assessment Issue,Low,Portal,5.44,3,0,34.96,2,Resolved
ADM02594,Admissions,Graduation Clearance,Medium,Email,7.71,2,1,53.46,3,Resolved
ADM02595,Registrar,Fee Statement,Medium,Portal,5.19,4,0,23.99,4,Resolved
ADM02596,Library,Course Registration,Medium,Email,5.85,2,1,32.91,4,Escalated
ADM02597,Finance,Course Registration,High,Helpdesk,3.22,5,0,28.06,3,Resolved
ADM02598,Admissions,Portal Access,High,Email,4.94,7,0,17.68,5,Resolved
ADM02599,Finance,Fee Statement,High,Portal,0.8,7,0,30.57,4,Resolved
ADM02600,Registrar,Payment Issue,Medium,Walk-in,2.87,3,0,38.82,4,Pending
ADM02601,IT,Course Registration,Critical,Email,1.69,5,0,20.44,3,Resolved
ADM02602,Registrar,Library Issue,Medium,Walk-in,2.16,3,0,19.67,3,Resolved
ADM02603,Library,Course Registration,Low,Helpdesk,13.01,3,0,26.77,2,Resolved
ADM02604,Finance,Application Issue,Medium,Phone,8.19,5,0,43.73,4,Resolved
ADM02605,Registrar,Portal Access,High,Email,1.38,5,0,20.08,3,Resolved
ADM02606,Admissions,Transcript Request,Low,Email,7.74,5,0,30.93,4,Resolved
ADM02607,Registrar,Password Reset,Medium,Email,4.48,6,1,34.27,2,Resolved
ADM02608,Finance,Password Reset,High,Email,1.18,4,1,18.09,5,Resolved
ADM02609,IT,Course Registration,Medium,Email,7.43,4,0,21.7,4,Resolved
ADM02610,Registrar,Payment Issue,High,Helpdesk,1.4,5,1,51.54,1,Resolved
ADM02611,Student Affairs,Graduation Clearance,Medium,Portal,3.81,7,0,44.73,3,Resolved
ADM02612,Registrar,Payment Issue,Medium,Portal,6.6,5,1,53.66,1,Resolved
ADM02613,Finance,Application Issue,Medium,Email,9.74,2,1,47.7,3,Escalated
ADM02614,Library,Course Registration,Medium,Portal,9.31,5,1,36.94,2,Resolved
ADM02615,Finance,Course Registration,Medium,Portal,8.92,5,0,33.2,3,Resolved
ADM02616,Registrar,Password Reset,High,Helpdesk,2.89,1,1,17.49,3,Resolved
ADM02617,Finance,Accommodation Request,Critical,Email,0.74,6,0,34.86,4,Resolved
ADM02618,Finance,Course Registration,High,Helpdesk,3.68,1,0,16.63,3,Resolved
ADM02619,Student Affairs,Transcript Request,Low,Phone,11.79,3,0,33.68,2,Resolved
ADM02620,Finance,Portal Access,Low,Helpdesk,19.56,3,0,25.99,4,Resolved
ADM02621,Library,Portal Access,Medium,Email,2.13,5,0,11.27,4,Resolved
ADM02622,Student Affairs,Transcript Request,High,Email,2.88,4,0,23.82,3,Resolved
ADM02623,Admissions,Accommodation Request,Critical,Portal,0.81,7,0,35.38,2,Resolved
ADM02624,Student Affairs,Payment Issue,High,Helpdesk,1.62,6,0,39.03,4,Resolved
ADM02625,Finance,Password Reset,Medium,Phone,7.29,4,1,25.12,3,Resolved
ADM02626,Academic Affairs,Portal Access,Low,Phone,17.17,3,0,21.88,5,Pending
ADM02627,Registrar,Exam or Assessment Issue,High,Email,0.67,4,0,30.06,3,Resolved
ADM02628,IT,Exam or Assessment Issue,Low,Portal,22.95,6,0,47.02,3,Resolved
ADM02629,Admissions,Fee Statement,Low,Portal,11.24,5,0,37.94,3,Resolved
ADM02630,Finance,Library Issue,High,Portal,4.63,4,0,17.67,3,Resolved
ADM02631,IT,Password Reset,Medium,Email,6.67,3,0,13.28,3,Resolved
ADM02632,IT,Accommodation Request,Low,Email,17.05,4,1,56.32,1,Resolved
ADM02633,Registrar,Fee Statement,Medium,Phone,9.68,4,0,30.19,4,Resolved
ADM02634,Registrar,Course Registration,Low,Helpdesk,20.44,5,0,38.08,2,Resolved
ADM02635,IT,Transcript Request,Medium,Phone,3.12,2,1,29.35,4,Resolved
ADM02636,IT,Graduation Clearance,Medium,Phone,2.04,12,0,46.44,3,Resolved
ADM02637,Academic Affairs,Exam or Assessment Issue,High,Helpdesk,1.89,3,0,31.06,4,Resolved
ADM02638,Library,Graduation Clearance,Medium,Email,5.91,3,1,49.11,2,Resolved
ADM02639,Academic Affairs,Course Registration,Medium,Email,7.86,4,0,22.44,5,Pending
ADM02640,IT,Exam or Assessment Issue,Low,Phone,17.22,2,0,41.18,3,Resolved
ADM02641,Finance,Application Issue,Medium,Portal,4.5,4,0,32.69,2,Resolved
ADM02642,Registrar,Student ID Issue,High,Portal,2.94,5,0,13.86,5,Resolved
ADM02643,Library,Transcript Request,High,Email,3.43,4,0,31.05,2,Resolved
ADM02644,IT,Fee Statement,Medium,Portal,6.11,1,0,27.04,4,Pending
ADM02645,Registrar,Library Issue,Medium,Portal,7.51,5,0,24.76,2,Resolved
ADM02646,Finance,Student ID Issue,High,Portal,2.68,4,1,24.97,3,Resolved
ADM02647,Academic Affairs,Application Issue,Medium,Portal,6.24,6,0,36.12,3,Resolved
ADM02648,Admissions,Payment Issue,Low,Portal,22.82,6,0,59.62,3,Resolved
ADM02649,Admissions,Application Issue,Medium,Helpdesk,5.11,4,0,30.63,2,Resolved
ADM02650,Admissions,Student ID Issue,Medium,Helpdesk,8.05,4,1,29.44,4,Resolved
ADM02651,Registrar,Portal Access,Low,Walk-in,10.69,4,0,23.84,3,Resolved
ADM02652,Finance,Graduation Clearance,Medium,Helpdesk,4.65,5,0,44.75,3,Pending
ADM02653,Finance,Password Reset,Medium,Email,9.41,6,0,25.06,4,Resolved
ADM02654,Registrar,Accommodation Request,Critical,Walk-in,1.46,4,0,31.22,2,Resolved
ADM02655,Library,Course Registration,Medium,Portal,9.43,3,0,24.86,4,Resolved
ADM02656,Admissions,Payment Issue,Low,Phone,23.89,4,0,60.36,1,Resolved
ADM02657,Student Affairs,Graduation Clearance,Medium,Email,2.0,3,1,41.03,2,Resolved
ADM02658,Student Affairs,Graduation Clearance,Medium,Walk-in,9.87,3,0,47.12,4,Resolved
ADM02659,Registrar,Accommodation Request,Medium,Email,2.81,2,1,45.92,2,Escalated
ADM02660,IT,Application Issue,Medium,Email,2.56,1,1,26.55,4,Escalated
ADM02661,Admissions,Library Issue,High,Walk-in,3.96,8,0,22.1,3,Resolved
